country,year,sex,age,suicides_no,population,gdp_for_year_usd
Guatemala,1991,male,35-54 years,45,642940,9406097735
Guatemala,1991,male,25-34 years,36,566970,9406097735
Guatemala,1991,male,55-74 years,11,318299,9406097735
Guatemala,1991,male,15-24 years,24,931649,9406097735
Guatemala,1991,female,15-24 years,15,943849,9406097735
Guatemala,1991,female,55-74 years,4,331253,9406097735
Guatemala,1991,female,35-54 years,7,705012,9406097735
Guatemala,1991,female,25-34 years,6,618151,9406097735
Guatemala,1991,male,5-14 years,4,1384596,9406097735
Guatemala,1992,male,75+ years,5,45943,10440842165
Guatemala,1992,male,35-54 years,52,656247,10440842165
Guatemala,1992,male,15-24 years,43,958307,10440842165
Guatemala,1992,male,55-74 years,13,324698,10440842165
Guatemala,1992,male,25-34 years,22,578709,10440842165
Guatemala,1992,female,35-54 years,14,725674,10440842165
Guatemala,1992,female,75+ years,1,53676,10440842165
Guatemala,1992,female,25-34 years,8,633652,10440842165
Guatemala,1992,female,15-24 years,12,973024,10440842165
Guatemala,1992,female,55-74 years,3,339788,10440842165
Guatemala,1993,male,25-34 years,4,590858,11399942453
Guatemala,1993,male,75+ years,3,47600,11399942453
Guatemala,1993,male,35-54 years,41,669216,11399942453
Guatemala,1993,male,55-74 years,14,330703,11399942453
Guatemala,1993,male,15-24 years,32,986185,11399942453
Guatemala,1993,female,55-74 years,4,348142,11399942453
Guatemala,1993,female,15-24 years,1,1003449,11399942453
Guatemala,1993,female,35-54 years,7,746296,11399942453
Guatemala,1993,female,25-34 years,5,649869,11399942453
Guatemala,1993,male,5-14 years,5,1434745,11399942453
Guatemala,1993,female,5-14 years,4,1392070,11399942453
Guatemala,1994,male,75+ years,3,49144,12983235568
Guatemala,1994,male,25-34 years,3,603841,12983235568
Guatemala,1994,male,35-54 years,32,682516,12983235568
Guatemala,1994,male,15-24 years,42,1016187,12983235568
Guatemala,1994,male,55-74 years,1,336518,12983235568
Guatemala,1994,female,15-24 years,11,1035674,12983235568
Guatemala,1994,female,55-74 years,3,356534,12983235568
Guatemala,1994,female,25-34 years,4,667227,12983235568
Guatemala,1994,male,5-14 years,5,1456798,12983235568
Guatemala,1994,female,35-54 years,1,767533,12983235568
Guatemala,1994,female,5-14 years,1,1413928,12983235568
Guatemala,1995,male,25-34 years,43,617700,14655404433
Guatemala,1995,male,35-54 years,47,696270,14655404433
Guatemala,1995,male,15-24 years,56,1048793,14655404433
Guatemala,1995,male,75+ years,2,50656,14655404433
Guatemala,1995,male,55-74 years,13,342226,14655404433
Guatemala,1995,female,15-24 years,18,1069684,14655404433
Guatemala,1995,female,75+ years,1,60348,14655404433
Guatemala,1995,female,35-54 years,13,789773,14655404433
Guatemala,1995,female,25-34 years,9,685827,14655404433
Guatemala,1995,female,55-74 years,2,365062,14655404433
Guatemala,1995,female,5-14 years,4,1435874,14655404433
Guatemala,1995,male,5-14 years,3,1479299,14655404433
Guatemala,1996,male,75+ years,4,53865,15674835615
Guatemala,1996,male,25-34 years,41,634452,15674835615
Guatemala,1996,male,35-54 years,35,711024,15674835615
Guatemala,1996,male,55-74 years,17,346994,15674835615
Guatemala,1996,male,15-24 years,25,1075948,15674835615
Guatemala,1996,female,15-24 years,17,1098841,15674835615
Guatemala,1996,female,25-34 years,7,706026,15674835615
Guatemala,1996,female,35-54 years,6,812204,15674835615
Guatemala,1996,female,55-74 years,2,372293,15674835615
Guatemala,1996,male,5-14 years,2,1499270,15674835615
Guatemala,1996,female,5-14 years,1,1457269,15674835615
Guatemala,1997,male,35-54 years,4,727096,17790026222
Guatemala,1997,male,25-34 years,29,652379,17790026222
Guatemala,1997,male,15-24 years,48,1105530,17790026222
Guatemala,1997,male,55-74 years,13,352178,17790026222
Guatemala,1997,male,75+ years,2,57054,17790026222
Guatemala,1997,female,15-24 years,22,1130115,17790026222
Guatemala,1997,female,35-54 years,11,836324,17790026222
Guatemala,1997,female,25-34 years,6,728049,17790026222
Guatemala,1997,female,55-74 years,2,380152,17790026222
Guatemala,1997,female,5-14 years,3,1483012,17790026222
Guatemala,1997,male,5-14 years,3,1524274,17790026222
Guatemala,1998,male,75+ years,6,60230,19395491993
Guatemala,1998,male,25-34 years,41,671525,19395491993
Guatemala,1998,male,35-54 years,36,744377,19395491993
Guatemala,1998,male,15-24 years,54,1136859,19395491993
Guatemala,1998,male,55-74 years,14,357635,19395491993
Guatemala,1998,female,75+ years,2,72064,19395491993
Guatemala,1998,female,15-24 years,24,1162699,19395491993
Guatemala,1998,female,35-54 years,1,861697,19395491993
Guatemala,1998,female,55-74 years,2,388431,19395491993
Guatemala,1998,female,25-34 years,3,751641,19395491993
Guatemala,1998,male,5-14 years,5,1553770,19395491993
Guatemala,1998,female,5-14 years,4,1512601,19395491993
Guatemala,1999,male,75+ years,5,63409,18318412251
Guatemala,1999,male,25-34 years,54,691691,18318412251
Guatemala,1999,male,35-54 years,55,762548,18318412251
Guatemala,1999,male,15-24 years,59,1168283,18318412251
Guatemala,1999,male,55-74 years,14,363067,18318412251
Guatemala,1999,female,15-24 years,18,1194770,18318412251
Guatemala,1999,female,35-54 years,1,887894,18318412251
Guatemala,1999,female,25-34 years,7,776336,18318412251
Guatemala,1999,female,55-74 years,2,396778,18318412251
Guatemala,1999,female,5-14 years,5,1544869,18318412251
Guatemala,1999,male,5-14 years,5,1586803,18318412251
Guatemala,2000,male,25-34 years,45,712716,19288827159
Guatemala,2000,male,55-74 years,21,368401,19288827159
Guatemala,2000,male,75+ years,3,66627,19288827159
Guatemala,2000,male,15-24 years,49,1199179,19288827159
Guatemala,2000,male,35-54 years,19,781304,19288827159
Guatemala,2000,female,15-24 years,2,1225314,19288827159
Guatemala,2000,female,25-34 years,8,801834,19288827159
Guatemala,2000,female,35-54 years,7,914858,19288827159
Guatemala,2000,female,55-74 years,2,405113,19288827159
Guatemala,2000,male,5-14 years,5,1621778,19288827159
Guatemala,2000,female,5-14 years,3,1577920,19288827159
Guatemala,2001,male,75+ years,5,71336,18702802395
Guatemala,2001,male,35-54 years,39,802949,18702802395
Guatemala,2001,male,25-34 years,35,741173,18702802395
Guatemala,2001,male,55-74 years,17,372875,18702802395
Guatemala,2001,male,15-24 years,52,1229384,18702802395
Guatemala,2001,female,15-24 years,3,1253297,18702802395
Guatemala,2001,female,25-34 years,9,831947,18702802395
Guatemala,2001,female,55-74 years,3,412890,18702802395
Guatemala,2001,female,35-54 years,6,944723,18702802395
Guatemala,2001,female,5-14 years,4,1611925,18702802395
Guatemala,2001,male,5-14 years,2,1656505,18702802395
Guatemala,2002,male,55-74 years,26,377333,20776669467
Guatemala,2002,male,25-34 years,47,770700,20776669467
Guatemala,2002,male,35-54 years,5,826155,20776669467
Guatemala,2002,male,75+ years,4,76028,20776669467
Guatemala,2002,male,15-24 years,6,1257598,20776669467
Guatemala,2002,female,75+ years,4,91705,20776669467
Guatemala,2002,female,15-24 years,28,1278693,20776669467
Guatemala,2002,female,55-74 years,8,420750,20776669467
Guatemala,2002,female,25-34 years,14,862814,20776669467
Guatemala,2002,female,35-54 years,9,975928,20776669467
Guatemala,2002,male,5-14 years,7,1692961,20776669467
Guatemala,2002,female,5-14 years,1,1646501,20776669467
Guatemala,2003,male,75+ years,8,80652,21917706491
Guatemala,2003,male,25-34 years,51,801449,21917706491
Guatemala,2003,male,35-54 years,51,850642,21917706491
Guatemala,2003,male,15-24 years,67,1285345,21917706491
Guatemala,2003,male,55-74 years,17,382491,21917706491
Guatemala,2003,female,15-24 years,24,1303216,21917706491
Guatemala,2003,female,35-54 years,11,1008123,21917706491
Guatemala,2003,female,55-74 years,4,429408,21917706491
Guatemala,2003,female,25-34 years,7,894464,21917706491
Guatemala,2003,female,5-14 years,7,1680330,21917706491
Guatemala,2003,male,5-14 years,6,1729518,21917706491
Guatemala,2004,male,25-34 years,48,833813,23965275996
Guatemala,2004,male,15-24 years,72,1314940,23965275996
Guatemala,2004,male,55-74 years,18,389441,23965275996
Guatemala,2004,male,35-54 years,37,876065,23965275996
Guatemala,2004,male,75+ years,3,85192,23965275996
Guatemala,2004,female,15-24 years,28,1329347,23965275996
Guatemala,2004,female,35-54 years,15,1041132,23965275996
Guatemala,2004,female,25-34 years,12,927173,23965275996
Guatemala,2004,female,55-74 years,3,439994,23965275996
Guatemala,2004,female,5-14 years,8,1712578,23965275996
Guatemala,2004,male,5-14 years,6,1765148,23965275996
Guatemala,2005,male,75+ years,8,89636,27211377225
Guatemala,2005,male,25-34 years,42,867772,27211377225
Guatemala,2005,male,35-54 years,43,902079,27211377225
Guatemala,2005,male,15-24 years,61,1347811,27211377225
Guatemala,2005,male,55-74 years,17,398755,27211377225
Guatemala,2005,female,15-24 years,4,1358448,27211377225
Guatemala,2005,female,25-34 years,11,960871,27211377225
Guatemala,2005,female,35-54 years,4,1074912,27211377225
Guatemala,2005,male,5-14 years,6,1799665,27211377225
Guatemala,2005,female,5-14 years,5,1743164,27211377225
Guatemala,2005,female,55-74 years,1,453146,27211377225
Guatemala,2006,male,75+ years,1,94659,30231249362
Guatemala,2006,male,25-34 years,54,906782,30231249362
Guatemala,2006,male,35-54 years,55,928162,30231249362
Guatemala,2006,male,15-24 years,81,1382701,30231249362
Guatemala,2006,male,55-74 years,23,407941,30231249362
Guatemala,2006,female,15-24 years,3,1388465,30231249362
Guatemala,2006,female,75+ years,2,114662,30231249362
Guatemala,2006,female,25-34 years,17,997533,30231249362
Guatemala,2006,female,35-54 years,14,1108838,30231249362
Guatemala,2006,female,55-74 years,3,466943,30231249362
Guatemala,2006,female,5-14 years,5,1770281,30231249362
Guatemala,2006,male,5-14 years,4,1830167,30231249362
Guatemala,2007,male,35-54 years,74,956182,34113107086
Guatemala,2007,male,25-34 years,69,948435,34113107086
Guatemala,2007,male,75+ years,7,99526,34113107086
Guatemala,2007,male,55-74 years,26,419760,34113107086
Guatemala,2007,male,15-24 years,84,1420153,34113107086
Guatemala,2007,female,15-24 years,34,1420815,34113107086
Guatemala,2007,female,35-54 years,12,1144742,34113107086
Guatemala,2007,female,75+ years,1,120646,34113107086
Guatemala,2007,female,25-34 years,7,1036031,34113107086
Guatemala,2007,female,55-74 years,3,483657,34113107086
Guatemala,2007,female,5-14 years,7,1797379,34113107086
Guatemala,2007,male,5-14 years,3,1861071,34113107086
Guatemala,2008,male,25-34 years,92,991424,39136893345
Guatemala,2008,male,35-54 years,91,986586,39136893345
Guatemala,2008,male,15-24 years,132,1459853,39136893345
Guatemala,2008,male,55-74 years,39,433507,39136893345
Guatemala,2008,male,75+ years,9,104188,39136893345
Guatemala,2008,female,15-24 years,57,1455218,39136893345
Guatemala,2008,female,35-54 years,25,1182879,39136893345
Guatemala,2008,female,25-34 years,22,1075126,39136893345
Guatemala,2008,female,5-14 years,16,1823676,39136893345
Guatemala,2008,male,5-14 years,8,1891253,39136893345
Guatemala,2008,female,55-74 years,1,502605,39136893345
Guatemala,2009,male,75+ years,12,108534,37733994976
Guatemala,2009,male,35-54 years,19,1019866,37733994976
Guatemala,2009,male,55-74 years,38,448004,37733994976
Guatemala,2009,male,25-34 years,82,1033623,37733994976
Guatemala,2009,male,15-24 years,118,1500901,37733994976
Guatemala,2009,female,15-24 years,69,1490780,37733994976
Guatemala,2009,female,25-34 years,38,1112873,37733994976
Guatemala,2009,female,35-54 years,25,1223531,37733994976
Guatemala,2009,female,55-74 years,3,522645,37733994976
Guatemala,2009,female,5-14 years,1,1847847,37733994976
Guatemala,2009,male,5-14 years,7,1919024,37733994976
Guatemala,2010,male,25-34 years,76,1073765,41338595381
Guatemala,2010,male,35-54 years,69,1056351,41338595381
Guatemala,2010,male,15-24 years,91,1542758,41338595381
Guatemala,2010,male,55-74 years,23,462550,41338595381
Guatemala,2010,male,75+ years,5,112524,41338595381
Guatemala,2010,female,15-24 years,43,1526942,41338595381
Guatemala,2010,female,25-34 years,21,1148170,41338595381
Guatemala,2010,female,35-54 years,8,1266987,41338595381
Guatemala,2010,female,55-74 years,3,543090,41338595381
Guatemala,2010,female,5-14 years,7,1868422,41338595381
Guatemala,2010,male,5-14 years,6,1942723,41338595381
Guatemala,2011,male,15-24 years,15,1586755,47654841113
Guatemala,2011,male,25-34 years,58,1115150,47654841113
Guatemala,2011,male,35-54 years,55,1097919,47654841113
Guatemala,2011,male,55-74 years,23,476741,47654841113
Guatemala,2011,male,75+ years,5,117667,47654841113
Guatemala,2011,female,15-24 years,59,1565706,47654841113
Guatemala,2011,female,25-34 years,23,1184080,47654841113
Guatemala,2011,female,55-74 years,5,563744,47654841113
Guatemala,2011,female,75+ years,1,144272,47654841113
Guatemala,2011,female,5-14 years,12,1886847,47654841113
Guatemala,2011,female,35-54 years,8,1314716,47654841113
Guatemala,2011,male,5-14 years,5,1963745,47654841113
Guatemala,2012,male,15-24 years,118,1629819,50388454861
Guatemala,2012,male,55-74 years,34,490894,50388454861
Guatemala,2012,male,35-54 years,77,1142067,50388454861
Guatemala,2012,male,75+ years,8,122325,50388454861
Guatemala,2012,male,25-34 years,61,1153737,50388454861
Guatemala,2012,female,15-24 years,63,1603593,50388454861
Guatemala,2012,female,25-34 years,2,1216962,50388454861
Guatemala,2012,female,35-54 years,12,1364473,50388454861
Guatemala,2012,female,55-74 years,5,584720,50388454861
Guatemala,2012,female,75+ years,1,150302,50388454861
Guatemala,2012,male,5-14 years,12,1977712,50388454861
Guatemala,2012,female,5-14 years,9,1898821,50388454861
Guatemala,2013,male,15-24 years,124,1672018,53851058955
Guatemala,2013,male,35-54 years,83,1189282,53851058955
Guatemala,2013,male,25-34 years,79,1190771,53851058955
Guatemala,2013,male,55-74 years,31,505337,53851058955
Guatemala,2013,male,75+ years,6,126586,53851058955
Guatemala,2013,female,15-24 years,73,1640626,53851058955
Guatemala,2013,female,25-34 years,26,1248143,53851058955
Guatemala,2013,female,35-54 years,12,1416674,53851058955
Guatemala,2013,female,5-14 years,1,1904849,53851058955
Guatemala,2013,female,55-74 years,3,606295,53851058955
Guatemala,2013,male,5-14 years,8,1985171,53851058955
Guatemala,2014,male,35-54 years,11,1240265,58722323918
Guatemala,2014,male,55-74 years,39,520628,58722323918
Guatemala,2014,male,25-34 years,87,1228328,58722323918
Guatemala,2014,male,15-24 years,116,1713439,58722323918
Guatemala,2014,male,75+ years,7,130569,58722323918
Guatemala,2014,female,15-24 years,85,1676831,58722323918
Guatemala,2014,female,25-34 years,32,1279793,58722323918
Guatemala,2014,female,55-74 years,8,629002,58722323918
Guatemala,2014,female,35-54 years,18,1471960,58722323918
Guatemala,2014,female,5-14 years,13,1906536,58722323918
Guatemala,2014,male,5-14 years,6,1987907,58722323918
Guatemala,2015,male,15-24 years,125,1753669,63767597194
Guatemala,2015,male,25-34 years,86,1267501,63767597194
Guatemala,2015,male,35-54 years,87,1295156,63767597194
Guatemala,2015,male,75+ years,9,134357,63767597194
Guatemala,2015,male,55-74 years,32,537002,63767597194
Guatemala,2015,female,15-24 years,83,1711787,63767597194
Guatemala,2015,female,75+ years,3,167861,63767597194
Guatemala,2015,female,25-34 years,19,1313068,63767597194
Guatemala,2015,female,35-54 years,2,1530419,63767597194
Guatemala,2015,female,55-74 years,6,653079,63767597194
Guatemala,2015,female,5-14 years,13,1906150,63767597194
Guatemala,2015,male,5-14 years,11,1988348,63767597194
Guyana,1988,male,25-34 years,15,60519,413799990
Guyana,1988,male,35-54 years,12,58974,413799990
Guyana,1988,male,15-24 years,12,84290,413799990
Guyana,1988,male,55-74 years,3,24469,413799990
Guyana,1988,female,15-24 years,1,87955,413799990
Guyana,1988,female,55-74 years,1,25128,413799990
Guyana,1988,female,25-34 years,2,62428,413799990
Guyana,1988,female,35-54 years,1,57863,413799990
Guyana,1989,male,25-34 years,2,61007,379779390
Guyana,1989,male,55-74 years,8,24423,379779390
Guyana,1989,male,35-54 years,17,60728,379779390
Guyana,1989,male,15-24 years,2,82060,379779390
Guyana,1989,male,75+ years,1,4304,379779390
Guyana,1989,female,15-24 years,15,86230,379779390
Guyana,1989,female,55-74 years,3,25362,379779390
Guyana,1989,female,25-34 years,5,63276,379779390
Guyana,1989,female,35-54 years,2,60363,379779390
Guyana,1989,male,5-14 years,2,90510,379779390
Guyana,1989,female,5-14 years,1,90585,379779390
Guyana,1990,male,25-34 years,23,61238,396582263
Guyana,1990,male,55-74 years,7,24349,396582263
Guyana,1990,male,75+ years,1,4090,396582263
Guyana,1990,male,15-24 years,18,79963,396582263
Guyana,1990,male,35-54 years,13,62629,396582263
Guyana,1990,female,15-24 years,12,84613,396582263
Guyana,1990,female,55-74 years,3,25481,396582263
Guyana,1990,female,35-54 years,4,63070,396582263
Guyana,1990,female,25-34 years,4,63874,396582263
Guyana,1990,male,5-14 years,2,89344,396582263
Guyana,1990,female,5-14 years,2,89480,396582263
Guyana,1991,male,75+ years,3,4103,336708419
Guyana,1991,male,35-54 years,22,63902,336708419
Guyana,1991,male,25-34 years,2,61639,336708419
Guyana,1991,male,15-24 years,25,78590,336708419
Guyana,1991,female,15-24 years,2,83288,336708419
Guyana,1991,male,55-74 years,4,24589,336708419
Guyana,1991,female,55-74 years,2,25913,336708419
Guyana,1991,female,35-54 years,4,64883,336708419
Guyana,1991,female,25-34 years,3,64963,336708419
Guyana,1991,male,5-14 years,2,88752,336708419
Guyana,1992,male,55-74 years,1,24947,368281379
Guyana,1992,male,35-54 years,2,65227,368281379
Guyana,1992,male,25-34 years,16,61900,368281379
Guyana,1992,male,75+ years,1,4113,368281379
Guyana,1992,female,75+ years,1,5153,368281379
Guyana,1992,male,15-24 years,12,77451,368281379
Guyana,1992,female,15-24 years,8,82022,368281379
Guyana,1992,female,25-34 years,4,65856,368281379
Guyana,1992,female,35-54 years,3,66839,368281379
Guyana,1992,female,55-74 years,1,26480,368281379
Guyana,1992,female,5-14 years,1,88301,368281379
Guyana,1992,male,5-14 years,1,88424,368281379
Guyana,1993,male,25-34 years,19,61922,442273433
Guyana,1993,male,35-54 years,16,66569,442273433
Guyana,1993,male,15-24 years,18,76553,442273433
Guyana,1993,male,55-74 years,4,25346,442273433
Guyana,1993,female,25-34 years,5,66401,442273433
Guyana,1993,female,15-24 years,4,80833,442273433
Guyana,1993,female,35-54 years,3,68847,442273433
Guyana,1993,female,55-74 years,1,27073,442273433
Guyana,1993,female,5-14 years,2,87945,442273433
Guyana,1994,male,25-34 years,19,61649,540874934
Guyana,1994,male,15-24 years,21,75958,540874934
Guyana,1994,male,75+ years,1,4083,540874934
Guyana,1994,male,35-54 years,14,67952,540874934
Guyana,1994,male,55-74 years,4,25709,540874934
Guyana,1994,female,15-24 years,9,79778,540874934
Guyana,1994,female,55-74 years,3,27573,540874934
Guyana,1994,female,25-34 years,6,66495,540874934
Guyana,1994,female,35-54 years,6,70836,540874934
Guyana,1994,female,5-14 years,3,87580,540874934
Guyana,1995,male,75+ years,2,4016,621626786
Guyana,1995,male,35-54 years,32,69347,621626786
Guyana,1995,male,25-34 years,2,61036,621626786
Guyana,1995,male,55-74 years,7,25980,621626786
Guyana,1995,male,15-24 years,16,75684,621626786
Guyana,1995,female,15-24 years,1,78904,621626786
Guyana,1995,female,35-54 years,7,72700,621626786
Guyana,1995,female,25-34 years,4,66078,621626786
Guyana,1995,female,55-74 years,1,27922,621626786
Guyana,1996,male,25-34 years,18,61208,705406001
Guyana,1996,male,75+ years,1,4206,705406001
Guyana,1996,male,55-74 years,5,25903,705406001
Guyana,1996,male,15-24 years,14,74989,705406001
Guyana,1996,male,35-54 years,13,70760,705406001
Guyana,1996,female,55-74 years,3,27838,705406001
Guyana,1996,female,15-24 years,4,77959,705406001
Guyana,1996,female,25-34 years,1,66018,705406001
Guyana,1996,female,35-54 years,1,73722,705406001
Guyana,1997,male,25-34 years,14,61382,749138010
Guyana,1997,female,75+ years,1,5573,749138010
Guyana,1997,male,35-54 years,1,72527,749138010
Guyana,1997,male,15-24 years,9,73872,749138010
Guyana,1997,male,55-74 years,3,25615,749138010
Guyana,1997,female,25-34 years,2,65815,749138010
Guyana,1997,female,5-14 years,1,84446,749138010
Guyana,1998,male,55-74 years,6,25154,717530683
Guyana,1998,male,35-54 years,13,74495,717530683
Guyana,1998,male,25-34 years,8,61554,717530683
Guyana,1998,male,15-24 years,4,72158,717530683
Guyana,1998,female,5-14 years,2,84570,717530683
Guyana,1998,female,15-24 years,1,74682,717530683
Guyana,1998,female,35-54 years,1,76045,717530683
Guyana,1999,male,25-34 years,41,61650,694754988
Guyana,1999,male,35-54 years,38,76458,694754988
Guyana,1999,male,15-24 years,32,69833,694754988
Guyana,1999,male,75+ years,2,4820,694754988
Guyana,1999,male,55-74 years,7,24637,694754988
Guyana,1999,female,15-24 years,2,72293,694754988
Guyana,1999,female,75+ years,1,6185,694754988
Guyana,1999,female,25-34 years,9,65117,694754988
Guyana,1999,female,55-74 years,3,26117,694754988
Guyana,1999,female,35-54 years,7,77259,694754988
Guyana,1999,female,5-14 years,2,85604,694754988
Guyana,1999,male,5-14 years,1,87121,694754988
Guyana,2001,male,55-74 years,21,24588,696281472
Guyana,2001,male,35-54 years,63,80183,696281472
Guyana,2001,male,25-34 years,46,60741,696281472
Guyana,2001,male,75+ years,2,5114,696281472
Guyana,2001,male,15-24 years,22,65739,696281472
Guyana,2001,female,15-24 years,15,67250,696281472
Guyana,2001,female,25-34 years,11,63575,696281472
Guyana,2001,female,35-54 years,13,80682,696281472
Guyana,2001,female,55-74 years,3,25805,696281472
Guyana,2001,female,5-14 years,1,88698,696281472
Guyana,2002,male,35-54 years,59,81725,722460886
Guyana,2002,male,55-74 years,15,25213,722460886
Guyana,2002,male,25-34 years,34,59613,722460886
Guyana,2002,male,15-24 years,31,64530,722460886
Guyana,2002,female,15-24 years,13,65044,722460886
Guyana,2002,male,75+ years,1,5180,722460886
Guyana,2002,female,25-34 years,9,62180,722460886
Guyana,2002,female,55-74 years,2,26413,722460886
Guyana,2002,female,35-54 years,6,82679,722460886
Guyana,2002,female,5-14 years,4,90156,722460886
Guyana,2002,male,5-14 years,2,93598,722460886
Guyana,2003,male,35-54 years,63,83011,741929343
Guyana,2003,male,25-34 years,42,58196,741929343
Guyana,2003,male,55-74 years,17,26025,741929343
Guyana,2003,male,15-24 years,27,63808,741929343
Guyana,2003,male,75+ years,2,5167,741929343
Guyana,2003,female,15-24 years,2,63364,741929343
Guyana,2003,female,75+ years,1,6451,741929343
Guyana,2003,female,35-54 years,12,84488,741929343
Guyana,2003,female,25-34 years,7,60458,741929343
Guyana,2003,female,55-74 years,3,27246,741929343
Guyana,2003,female,5-14 years,2,91355,741929343
Guyana,2003,male,5-14 years,2,95136,741929343
Guyana,2004,male,75+ years,4,5077,785918770
Guyana,2004,male,25-34 years,42,56522,785918770
Guyana,2004,male,35-54 years,48,84137,785918770
Guyana,2004,male,55-74 years,15,26937,785918770
Guyana,2004,male,15-24 years,25,63853,785918770
Guyana,2004,female,15-24 years,17,62536,785918770
Guyana,2004,female,25-34 years,11,58410,785918770
Guyana,2004,female,35-54 years,14,86168,785918770
Guyana,2004,female,75+ years,1,6343,785918770
Guyana,2004,female,55-74 years,3,28195,785918770
Guyana,2004,male,5-14 years,4,96017,785918770
Guyana,2004,female,5-14 years,2,92113,785918770
Guyana,2005,male,25-34 years,41,54600,824880550
Guyana,2005,male,55-74 years,19,27890,824880550
Guyana,2005,male,35-54 years,43,85091,824880550
Guyana,2005,male,75+ years,2,4913,824880550
Guyana,2005,male,15-24 years,21,64802,824880550
Guyana,2005,female,15-24 years,16,62748,824880550
Guyana,2005,female,25-34 years,1,56021,824880550
Guyana,2005,female,35-54 years,12,87677,824880550
Guyana,2005,female,55-74 years,2,29185,824880550
Guyana,2005,female,5-14 years,2,92359,824880550
Guyana,2005,male,5-14 years,1,96224,824880550
Guyana,2006,male,25-34 years,46,54309,1458449453
Guyana,2006,male,55-74 years,18,28901,1458449453
Guyana,2006,male,75+ years,3,4938,1458449453
Guyana,2006,male,35-54 years,5,85783,1458449453
Guyana,2006,male,15-24 years,29,65453,1458449453
Guyana,2006,female,15-24 years,2,64182,1458449453
Guyana,2006,female,25-34 years,11,55372,1458449453
Guyana,2006,female,35-54 years,12,87754,1458449453
Guyana,2006,female,55-74 years,3,30405,1458449453
Guyana,2006,male,5-14 years,5,94486,1458449453
Guyana,2006,female,5-14 years,4,90602,1458449453
Guyana,2007,male,35-54 years,73,86507,1740334782
Guyana,2007,male,75+ years,3,4901,1740334782
Guyana,2007,male,25-34 years,28,54095,1740334782
Guyana,2007,male,15-24 years,27,66115,1740334782
Guyana,2007,male,55-74 years,11,29855,1740334782
Guyana,2007,female,75+ years,2,6214,1740334782
Guyana,2007,female,15-24 years,15,65585,1740334782
Guyana,2007,female,25-34 years,9,55201,1740334782
Guyana,2007,female,55-74 years,4,31718,1740334782
Guyana,2007,female,35-54 years,9,87596,1740334782
Guyana,2007,female,5-14 years,3,88555,1740334782
Guyana,2007,male,5-14 years,1,92446,1740334782
Guyana,2008,male,75+ years,3,4848,1922598121
Guyana,2008,male,35-54 years,53,87299,1922598121
Guyana,2008,male,55-74 years,18,30779,1922598121
Guyana,2008,male,25-34 years,3,53990,1922598121
Guyana,2008,male,15-24 years,2,66792,1922598121
Guyana,2008,female,55-74 years,7,33157,1922598121
Guyana,2008,female,15-24 years,13,66821,1922598121
Guyana,2008,female,75+ years,1,6197,1922598121
Guyana,2008,female,35-54 years,13,87224,1922598121
Guyana,2008,female,25-34 years,6,55523,1922598121
Guyana,2008,female,5-14 years,4,86356,1922598121
Guyana,2009,male,35-54 years,51,88163,2061323854
Guyana,2009,male,25-34 years,26,53875,2061323854
Guyana,2009,male,55-74 years,15,31720,2061323854
Guyana,2009,male,75+ years,2,4834,2061323854
Guyana,2009,male,15-24 years,14,67457,2061323854
Guyana,2009,female,15-24 years,14,67774,2061323854
Guyana,2009,female,35-54 years,15,86706,2061323854
Guyana,2009,female,75+ years,1,6229,2061323854
Guyana,2009,female,25-34 years,7,56144,2061323854
Guyana,2009,female,55-74 years,4,34707,2061323854
Guyana,2009,female,5-14 years,6,84273,2061323854
Guyana,2009,male,5-14 years,1,88273,2061323854
Guyana,2010,male,75+ years,5,4885,2273225042
Guyana,2010,male,35-54 years,8,89147,2273225042
Guyana,2010,male,25-34 years,3,53501,2273225042
Guyana,2010,male,15-24 years,27,68249,2273225042
Guyana,2010,male,55-74 years,12,32734,2273225042
Guyana,2010,female,15-24 years,21,68563,2273225042
Guyana,2010,female,25-34 years,11,56716,2273225042
Guyana,2010,female,55-74 years,4,36294,2273225042
Guyana,2010,female,35-54 years,8,86183,2273225042
Guyana,2010,female,5-14 years,5,82511,2273225042
Guyana,2010,male,5-14 years,2,86692,2273225042
Guyana,2011,male,35-54 years,64,90085,2576024116
Guyana,2011,male,25-34 years,34,52146,2576024116
Guyana,2011,male,55-74 years,19,33737,2576024116
Guyana,2011,male,15-24 years,31,71216,2576024116
Guyana,2011,male,75+ years,2,5121,2576024116
Guyana,2011,female,35-54 years,14,87351,2576024116
Guyana,2011,female,75+ years,1,6656,2576024116
Guyana,2011,female,15-24 years,1,70472,2576024116
Guyana,2011,female,25-34 years,7,55527,2576024116
Guyana,2011,female,55-74 years,3,37229,2576024116
Guyana,2011,female,5-14 years,4,80748,2576024116
Guyana,2011,male,5-14 years,3,84995,2576024116
Guyana,2012,male,35-54 years,71,90968,2861562266
Guyana,2012,male,55-74 years,21,34933,2861562266
Guyana,2012,male,75+ years,3,5373,2861562266
Guyana,2012,male,25-34 years,27,50601,2861562266
Guyana,2012,male,15-24 years,3,74548,2861562266
Guyana,2012,female,25-34 years,11,53923,2861562266
Guyana,2012,female,35-54 years,18,88544,2861562266
Guyana,2012,female,15-24 years,14,72713,2861562266
Guyana,2012,female,55-74 years,5,38249,2861562266
Guyana,2012,male,5-14 years,4,83404,2861562266
