country,year,sex,age,suicides_no,population,gdp_for_year_usd
Guyana,2012,female,5-14 years,2,79129,2861562266
Guyana,2013,male,25-34 years,35,49177,2990006534
Guyana,2013,male,35-54 years,65,91779,2990006534
Guyana,2013,male,55-74 years,23,36325,2990006534
Guyana,2013,male,15-24 years,34,77905,2990006534
Guyana,2013,female,15-24 years,29,75001,2990006534
Guyana,2013,male,75+ years,2,5578,2990006534
Guyana,2013,female,35-54 years,13,89706,2990006534
Guyana,2013,female,55-74 years,4,39408,2990006534
Guyana,2013,female,25-34 years,3,52213,2990006534
Guyana,2013,female,5-14 years,1,77645,2990006534
Guyana,2013,male,5-14 years,1,81898,2990006534
Hungary,1991,male,75+ years,333,188235,34748508332
Hungary,1991,male,35-54 years,1271,1420586,34748508332
Hungary,1991,male,55-74 years,751,874916,34748508332
Hungary,1991,female,75+ years,263,363039,34748508332
Hungary,1991,male,25-34 years,364,663374,34748508332
Hungary,1991,female,55-74 years,382,1146759,34748508332
Hungary,1991,female,35-54 years,341,1486414,34748508332
Hungary,1991,male,15-24 years,154,785554,34748508332
Hungary,1991,female,25-34 years,85,652494,34748508332
Hungary,1991,female,15-24 years,4,748660,34748508332
Hungary,1991,male,5-14 years,7,730241,34748508332
Hungary,1991,female,5-14 years,2,697494,34748508332
Hungary,1992,male,75+ years,317,178482,38724945368
Hungary,1992,male,35-54 years,1281,1435500,38724945368
Hungary,1992,male,55-74 years,766,880216,38724945368
Hungary,1992,female,75+ years,212,349038,38724945368
Hungary,1992,male,25-34 years,364,651345,38724945368
Hungary,1992,female,55-74 years,384,1167015,38724945368
Hungary,1992,male,15-24 years,22,804971,38724945368
Hungary,1992,female,35-54 years,346,1499718,38724945368
Hungary,1992,female,25-34 years,73,639938,38724945368
Hungary,1992,female,15-24 years,44,767574,38724945368
Hungary,1992,male,5-14 years,9,706161,38724945368
Hungary,1992,female,5-14 years,2,674998,38724945368
Hungary,1993,male,75+ years,3,168944,40119073326
Hungary,1993,male,55-74 years,736,885398,40119073326
Hungary,1993,male,35-54 years,1189,1441399,40119073326
Hungary,1993,female,75+ years,198,335159,40119073326
Hungary,1993,male,25-34 years,326,650343,40119073326
Hungary,1993,female,55-74 years,354,1187358,40119073326
Hungary,1993,female,35-54 years,32,1505289,40119073326
Hungary,1993,male,15-24 years,157,816038,40119073326
Hungary,1993,female,25-34 years,63,638434,40119073326
Hungary,1993,female,15-24 years,43,778205,40119073326
Hungary,1993,male,5-14 years,7,685836,40119073326
Hungary,1993,female,5-14 years,1,655499,40119073326
Hungary,1994,male,75+ years,292,165660,43160392124
Hungary,1994,male,55-74 years,765,885885,43160392124
Hungary,1994,male,35-54 years,1194,1442354,43160392124
Hungary,1994,female,75+ years,217,331979,43160392124
Hungary,1994,male,25-34 years,32,654647,43160392124
Hungary,1994,female,55-74 years,272,1197788,43160392124
Hungary,1994,female,35-54 years,31,1507467,43160392124
Hungary,1994,male,15-24 years,167,821912,43160392124
Hungary,1994,female,25-34 years,57,641114,43160392124
Hungary,1994,female,15-24 years,41,783898,43160392124
Hungary,1994,male,5-14 years,7,668761,43160392124
Hungary,1994,female,5-14 years,1,639352,43160392124
Hungary,1995,male,75+ years,282,169919,46418916500
Hungary,1995,male,35-54 years,1114,1439373,46418916500
Hungary,1995,male,55-74 years,668,882335,46418916500
Hungary,1995,female,75+ years,22,342301,46418916500
Hungary,1995,male,25-34 years,244,661031,46418916500
Hungary,1995,female,55-74 years,32,1197086,46418916500
Hungary,1995,male,15-24 years,159,823833,46418916500
Hungary,1995,female,35-54 years,284,1506265,46418916500
Hungary,1995,female,25-34 years,55,645436,46418916500
Hungary,1995,female,15-24 years,3,786111,46418916500
Hungary,1995,male,5-14 years,8,655969,46418916500
Hungary,1996,male,75+ years,254,176106,46659796773
Hungary,1996,male,55-74 years,718,878781,46659796773
Hungary,1996,male,35-54 years,1146,1434514,46659796773
Hungary,1996,female,75+ years,224,355446,46659796773
Hungary,1996,male,25-34 years,253,668423,46659796773
Hungary,1996,female,55-74 years,332,1193895,46659796773
Hungary,1996,female,35-54 years,281,1502683,46659796773
Hungary,1996,male,15-24 years,147,823037,46659796773
Hungary,1996,female,25-34 years,49,651327,46659796773
Hungary,1996,female,15-24 years,29,785423,46659796773
Hungary,1996,male,5-14 years,2,647562,46659796773
Hungary,1996,female,5-14 years,1,620053,46659796773
Hungary,1997,male,75+ years,296,182808,47290180589
Hungary,1997,male,55-74 years,657,876617,47290180589
Hungary,1997,male,35-54 years,139,1425819,47290180589
Hungary,1997,female,75+ years,199,369640,47290180589
Hungary,1997,male,25-34 years,255,679841,47290180589
Hungary,1997,female,55-74 years,33,1191288,47290180589
Hungary,1997,female,35-54 years,249,1494699,47290180589
Hungary,1997,male,15-24 years,131,818909,47290180589
Hungary,1997,female,25-34 years,4,661074,47290180589
Hungary,1997,female,15-24 years,32,781186,47290180589
Hungary,1997,male,5-14 years,5,641303,47290180589
Hungary,1997,female,5-14 years,2,614597,47290180589
Hungary,1998,male,75+ years,238,189405,48770466839
Hungary,1998,male,35-54 years,1185,1414258,48770466839
Hungary,1998,male,55-74 years,62,876420,48770466839
Hungary,1998,female,75+ years,185,384001,48770466839
Hungary,1998,male,25-34 years,275,693639,48770466839
Hungary,1998,female,55-74 years,241,1190456,48770466839
Hungary,1998,female,35-54 years,268,1484346,48770466839
Hungary,1998,male,15-24 years,145,810229,48770466839
Hungary,1998,female,25-34 years,54,673296,48770466839
Hungary,1998,female,15-24 years,29,772891,48770466839
Hungary,1998,male,5-14 years,5,635890,48770466839
Hungary,1999,male,75+ years,32,185652,49170434391
Hungary,1999,male,35-54 years,1138,1384204,49170434391
Hungary,1999,male,55-74 years,662,847199,49170434391
Hungary,1999,female,75+ years,184,378946,49170434391
Hungary,1999,male,25-34 years,285,714686,49170434391
Hungary,1999,female,55-74 years,267,1155762,49170434391
Hungary,1999,male,15-24 years,15,786244,49170434391
Hungary,1999,female,35-54 years,246,1445083,49170434391
Hungary,1999,female,25-34 years,51,687362,49170434391
Hungary,1999,female,15-24 years,29,751430,49170434391
Hungary,1999,male,5-14 years,11,622165,49170434391
Hungary,1999,female,5-14 years,1,594331,49170434391
Hungary,2000,male,75+ years,272,188686,47310623887
Hungary,2000,male,35-54 years,19,1373290,47310623887
Hungary,2000,male,55-74 years,659,845819,47310623887
Hungary,2000,female,75+ years,199,387228,47310623887
Hungary,2000,male,25-34 years,32,747288,47310623887
Hungary,2000,female,55-74 years,272,1153021,47310623887
Hungary,2000,female,35-54 years,256,1433302,47310623887
Hungary,2000,male,15-24 years,132,754097,47310623887
Hungary,2000,female,25-34 years,47,717781,47310623887
Hungary,2000,female,15-24 years,29,721347,47310623887
Hungary,2000,male,5-14 years,8,616642,47310623887
Hungary,2000,female,5-14 years,3,588533,47310623887
Hungary,2001,male,75+ years,276,205366,53821315066
Hungary,2001,male,35-54 years,138,1388219,53821315066
Hungary,2001,male,55-74 years,579,879449,53821315066
Hungary,2001,female,75+ years,157,419870,53821315066
Hungary,2001,male,25-34 years,254,767594,53821315066
Hungary,2001,female,55-74 years,228,1190022,53821315066
Hungary,2001,male,15-24 years,132,745448,53821315066
Hungary,2001,female,35-54 years,241,1459506,53821315066
Hungary,2001,female,25-34 years,38,742972,53821315066
Hungary,2001,female,15-24 years,31,713068,53821315066
Hungary,2001,male,5-14 years,3,610320,53821315066
Hungary,2001,female,5-14 years,1,582764,53821315066
Hungary,2002,male,75+ years,254,209732,67716887203
Hungary,2002,male,35-54 years,997,1382754,67716887203
Hungary,2002,male,55-74 years,582,881937,67716887203
Hungary,2002,female,75+ years,149,430724,67716887203
Hungary,2002,male,25-34 years,232,787190,67716887203
Hungary,2002,female,35-54 years,248,1453102,67716887203
Hungary,2002,male,15-24 years,123,722619,67716887203
Hungary,2002,female,55-74 years,181,1190173,67716887203
Hungary,2002,female,25-34 years,41,761375,67716887203
Hungary,2002,female,15-24 years,25,692093,67716887203
Hungary,2002,male,5-14 years,4,598250,67716887203
Hungary,2002,female,5-14 years,3,570215,67716887203
Hungary,2003,male,75+ years,236,213793,85324771841
Hungary,2003,male,55-74 years,645,888834,85324771841
Hungary,2003,male,35-54 years,939,1377798,85324771841
Hungary,2003,female,75+ years,159,440470,85324771841
Hungary,2003,male,25-34 years,231,799322,85324771841
Hungary,2003,female,55-74 years,214,1196595,85324771841
Hungary,2003,female,35-54 years,211,1446346,85324771841
Hungary,2003,male,15-24 years,11,701620,85324771841
Hungary,2003,female,25-34 years,33,772722,85324771841
Hungary,2003,female,15-24 years,23,672145,85324771841
Hungary,2003,male,5-14 years,8,585286,85324771841
Hungary,2004,male,75+ years,262,218145,104066609518
Hungary,2004,male,35-54 years,933,1374752,104066609518
Hungary,2004,male,55-74 years,543,896983,104066609518
Hungary,2004,female,75+ years,146,450461,104066609518
Hungary,2004,male,25-34 years,233,809225,104066609518
Hungary,2004,female,35-54 years,243,1440339,104066609518
Hungary,2004,female,55-74 years,198,1204796,104066609518
Hungary,2004,male,15-24 years,111,683254,104066609518
Hungary,2004,female,25-34 years,45,781012,104066609518
Hungary,2004,female,15-24 years,21,655267,104066609518
Hungary,2004,male,5-14 years,5,571353,104066609518
Hungary,2004,female,5-14 years,2,544457,104066609518
Hungary,2005,male,75+ years,269,222774,113035361317
Hungary,2005,male,35-54 years,912,1370704,113035361317
Hungary,2005,male,55-74 years,545,906718,113035361317
Hungary,2005,male,25-34 years,215,816243,113035361317
Hungary,2005,female,75+ years,121,460429,113035361317
Hungary,2005,female,55-74 years,23,1213827,113035361317
Hungary,2005,female,35-54 years,214,1431293,113035361317
Hungary,2005,male,15-24 years,8,669313,113035361317
Hungary,2005,female,25-34 years,38,786160,113035361317
Hungary,2005,female,15-24 years,17,643025,113035361317
Hungary,2005,male,5-14 years,5,557376,113035361317
Hungary,2006,male,75+ years,24,227029,115295199392
Hungary,2006,male,35-54 years,825,1366901,115295199392
Hungary,2006,male,55-74 years,55,917547,115295199392
Hungary,2006,female,75+ years,118,469796,115295199392
Hungary,2006,male,25-34 years,196,820042,115295199392
Hungary,2006,female,35-54 years,227,1421095,115295199392
Hungary,2006,female,55-74 years,187,1224334,115295199392
Hungary,2006,male,15-24 years,84,659708,115295199392
Hungary,2006,female,25-34 years,52,788769,115295199392
Hungary,2006,female,15-24 years,15,634608,115295199392
Hungary,2006,male,5-14 years,2,543679,115295199392
Hungary,2006,female,5-14 years,1,517602,115295199392
Hungary,2007,male,75+ years,252,230464,139850794387
Hungary,2007,male,55-74 years,567,927533,139850794387
Hungary,2007,male,35-54 years,791,1364796,139850794387
Hungary,2007,female,75+ years,132,478370,139850794387
Hungary,2007,male,25-34 years,19,820057,139850794387
Hungary,2007,female,55-74 years,199,1235077,139850794387
Hungary,2007,female,35-54 years,196,1412746,139850794387
Hungary,2007,male,15-24 years,77,652277,139850794387
Hungary,2007,female,25-34 years,32,787885,139850794387
Hungary,2007,female,15-24 years,12,627355,139850794387
Hungary,2007,male,5-14 years,2,531164,139850794387
Hungary,2008,male,75+ years,263,233660,157998423132
Hungary,2008,male,55-74 years,59,940519,157998423132
Hungary,2008,male,35-54 years,794,1360689,157998423132
Hungary,2008,female,75+ years,128,486526,157998423132
Hungary,2008,male,25-34 years,183,815714,157998423132
Hungary,2008,female,55-74 years,187,1248557,157998423132
Hungary,2008,female,35-54 years,193,1402042,157998423132
Hungary,2008,male,15-24 years,76,645909,157998423132
Hungary,2008,female,25-34 years,4,783195,157998423132
Hungary,2008,female,15-24 years,18,620679,157998423132
Hungary,2008,male,5-14 years,4,520680,157998423132
Hungary,2009,male,75+ years,214,236367,130593960612
Hungary,2009,male,55-74 years,612,961155,130593960612
Hungary,2009,male,35-54 years,773,1356600,130593960612
Hungary,2009,male,25-34 years,188,802616,130593960612
Hungary,2009,female,75+ years,91,493507,130593960612
Hungary,2009,male,15-24 years,111,641509,130593960612
Hungary,2009,female,55-74 years,212,1270295,130593960612
Hungary,2009,female,35-54 years,191,1390659,130593960612
Hungary,2009,female,25-34 years,42,770068,130593960612
Hungary,2009,female,15-24 years,19,615144,130593960612
Hungary,2009,female,5-14 years,4,485140,130593960612
Hungary,2009,male,5-14 years,3,511177,130593960612
Hungary,2010,male,75+ years,242,238269,130922638689
Hungary,2010,male,55-74 years,671,983463,130922638689
Hungary,2010,male,35-54 years,76,1360114,130922638689
Hungary,2010,male,25-34 years,19,780872,130922638689
Hungary,2010,female,75+ years,19,499021,130922638689
Hungary,2010,female,55-74 years,21,1293957,130922638689
Hungary,2010,female,35-54 years,17,1386313,130922638689
Hungary,2010,male,15-24 years,77,635049,130922638689
Hungary,2010,female,25-34 years,37,748440,130922638689
Hungary,2010,female,15-24 years,2,607500,130922638689
Hungary,2010,male,5-14 years,2,503475,130922638689
Hungary,2010,female,5-14 years,1,477532,130922638689
Hungary,2011,male,75+ years,2,239506,140782064609
Hungary,2011,male,55-74 years,632,1001836,140782064609
Hungary,2011,male,35-54 years,751,1370341,140782064609
Hungary,2011,female,75+ years,122,503846,140782064609
Hungary,2011,male,25-34 years,173,758588,140782064609
Hungary,2011,female,55-74 years,229,1312734,140782064609
Hungary,2011,male,15-24 years,87,623854,140782064609
Hungary,2011,female,35-54 years,182,1388027,140782064609
Hungary,2011,female,25-34 years,22,727841,140782064609
Hungary,2011,female,15-24 years,16,595635,140782064609
Hungary,2011,female,5-14 years,3,473510,140782064609
Hungary,2011,male,5-14 years,3,499293,140782064609
Hungary,2012,male,75+ years,233,232766,127856647108
Hungary,2012,male,55-74 years,655,1049911,127856647108
Hungary,2012,male,35-54 years,683,1396201,127856647108
Hungary,2012,female,75+ years,124,498354,127856647108
Hungary,2012,male,25-34 years,148,685537,127856647108
Hungary,2012,female,55-74 years,219,1343763,127856647108
Hungary,2012,male,15-24 years,82,618784,127856647108
Hungary,2012,female,35-54 years,16,1408223,127856647108
Hungary,2012,female,25-34 years,28,664791,127856647108
Hungary,2012,female,15-24 years,15,586456,127856647108
Hungary,2012,male,5-14 years,2,497525,127856647108
Hungary,2013,male,75+ years,21,234783,135215704419
Hungary,2013,male,55-74 years,66,1058520,135215704419
Hungary,2013,male,35-54 years,613,1409798,135215704419
Hungary,2013,female,75+ years,16,503084,135215704419
Hungary,2013,male,25-34 years,17,664876,135215704419
Hungary,2013,female,55-74 years,2,1349472,135215704419
Hungary,2013,female,35-54 years,155,1416711,135215704419
Hungary,2013,male,15-24 years,6,608253,135215704419
Hungary,2013,female,25-34 years,31,642913,135215704419
Hungary,2013,female,15-24 years,12,576334,135215704419
Hungary,2013,female,5-14 years,1,471456,135215704419
Hungary,2014,male,75+ years,179,237767,140118140455
Hungary,2014,male,55-74 years,6,1063532,140118140455
Hungary,2014,male,35-54 years,495,1422078,140118140455
Hungary,2014,male,25-34 years,13,648134,140118140455
Hungary,2014,female,75+ years,81,508688,140118140455
Hungary,2014,female,55-74 years,183,1351899,140118140455
Hungary,2014,male,15-24 years,72,595596,140118140455
Hungary,2014,female,35-54 years,152,1423878,140118140455
Hungary,2014,female,25-34 years,23,624055,140118140455
Hungary,2014,female,15-24 years,8,564343,140118140455
Hungary,2014,male,5-14 years,2,499483,140118140455
Hungary,2015,male,75+ years,221,241730,122879042002
Hungary,2015,male,55-74 years,496,1065443,122879042002
Hungary,2015,male,35-54 years,472,1432703,122879042002
Hungary,2015,female,75+ years,123,514721,122879042002
Hungary,2015,male,25-34 years,129,637775,122879042002
Hungary,2015,female,55-74 years,181,1350675,122879042002
Hungary,2015,male,15-24 years,69,582471,122879042002
Hungary,2015,female,35-54 years,132,1429644,122879042002
Hungary,2015,female,25-34 years,27,610907,122879042002
Hungary,2015,female,15-24 years,15,551149,122879042002
Hungary,2015,male,5-14 years,2,499016,122879042002
Hungary,2015,female,5-14 years,1,473285,122879042002
Hungary,2016,male,75+ years,214,246437,125816640421
Hungary,2016,male,55-74 years,495,1064355,125816640421
Hungary,2016,male,35-54 years,45,1439105,125816640421
Hungary,2016,female,75+ years,12,521024,125816640421
Hungary,2016,male,25-34 years,98,633114,125816640421
Hungary,2016,female,55-74 years,161,1346205,125816640421
Hungary,2016,male,15-24 years,58,568065,125816640421
Hungary,2016,female,35-54 years,121,1432415,125816640421
Hungary,2016,female,25-34 years,3,602785,125816640421
Hungary,2016,female,15-24 years,14,536865,125816640421
Iceland,1985,male,15-24 years,7,21900,2939845038
Iceland,1985,male,55-74 years,5,16400,2939845038
Iceland,1985,male,35-54 years,7,25800,2939845038
Iceland,1985,male,25-34 years,5,20500,2939845038
Iceland,1985,female,55-74 years,4,17500,2939845038
Iceland,1985,male,75+ years,1,4500,2939845038
Iceland,1985,female,35-54 years,3,25000,2939845038
Iceland,1986,female,75+ years,2,6300,3930518366
Iceland,1986,male,35-54 years,8,26400,3930518366
Iceland,1986,male,25-34 years,6,20700,3930518366
Iceland,1986,female,55-74 years,5,17800,3930518366
Iceland,1986,male,55-74 years,4,16700,3930518366
Iceland,1986,male,15-24 years,5,21700,3930518366
Iceland,1986,male,75+ years,1,4400,3930518366
Iceland,1986,female,35-54 years,3,25500,3930518366
Iceland,1986,female,25-34 years,1,19600,3930518366
Iceland,1986,female,15-24 years,1,20900,3930518366
Iceland,1986,male,5-14 years,1,21700,3930518366
Iceland,1987,female,55-74 years,1,18100,5438537482
Iceland,1987,male,75+ years,2,4600,5438537482
Iceland,1987,male,55-74 years,5,17000,5438537482
